OBJECTID,LOCNUM,CONAME,STREET,CITY,STATE,STATE_NAME,ZIP,ZIP4,NAICS,SIC,SALESVOL,HDBRCH,ULTNUM,PUBPRV,EMPNUM,FRNCOD,ISCODE,SQFTCODE,LOC_NAME,STATUS,SCORE,SOURCE,REC_TYPE
7878112,691563829,MAY'S CARPET & UPHOLSTERY, ,DUBOIS,ID,Idaho,83423, ,56174001,721704,90.000000000000000, ,000000000, ,2.000000000000000, , ,1,Postal,M,100.000000000000000,INFOGROUP,1
7878114,691563928,CLARK COUNTY MAGISTRATE,W MAIN ST,DUBOIS,ID,Idaho,83423, ,92112007,912103,0.000000000000000, ,000000000, ,3.000000000000000, , ,5,StreetAddress,M,100.000000000000000,INFOGROUP,0
9005218,713133299,CLARK CO SCHOOL DISTRICT 161,S OAKLEY ST,DUBOIS,ID,Idaho,83423, ,61111018,821120,0.000000000000000, ,000000000, ,14.000000000000000, , ,6,StreetName,M,100.000000000000000,INFOGROUP,0
9259399,715437142,HOT STUFF PIZZA,W MAIN ST,DUBOIS,ID,Idaho,83423, ,72251115,581222,237.000000000000000,2,400782328, ,6.000000000000000,U, ,2,PointAddress,M,100.000000000000000,INFOGROUP,0
9259400,715437144,SMASH HIT SUBS,W MAIN ST,DUBOIS,ID,Idaho,83423, ,72251117,581208,237.000000000000000,2,400782328, ,6.000000000000000, ,D,3,PointAddress,M,100.000000000000000,INFOGROUP,0
9259421,715437178,IKE'S,W MAIN ST,DUBOIS,ID,Idaho,83423, ,44719005,554101,14799.000000000000000, ,000000000, ,20.000000000000000, , ,3,PointAddress,M,100.000000000000000,INFOGROUP,0
10474297,722875188,ATM,15 EXIT 167,DUBOIS,ID,Idaho,83423, ,52211001,602103,0.000000000000000, ,000000000, ,0.000000000000000, , , ,Postal,M,100.000000000000000,INFOGROUP,3
10843633,724728515,AGRICULTURE DEPARTMENT,N OAKLEY,DUBOIS,ID,Idaho,83423, ,11199801,013901,161.000000000000000, ,000000000, ,2.000000000000000, , ,1,StreetName,M,88.640600000000006,INFOGROUP,0
11241498,729097837,MCCULLOUGH RANCH LLC,PO BOX 157,DUBOIS,ID,Idaho,83423,0157,11299013,029101,74.000000000000000, ,000000000, ,2.000000000000000, , ,2,Postal,M,100.000000000000000,INFOGROUP,2
11476564,734833739,PHILLIPS 66,A-2 CLARK COUNTY RD,DUBOIS,ID,Idaho,83423, ,44719005,554101,3700.000000000000000,2,405402483,2,5.000000000000000,S, ,2,Postal,M,100.000000000000000,INFOGROUP,0
12051109,805755527,COMMUNITY BAPTIST CHURCH,S OAKLEY AVE,DUBOIS,ID,Idaho,83423, ,81311008,866107,0.000000000000000, ,000000000, ,1.000000000000000,C, ,1,StreetAddress,M,90.906300000000002,INFOGROUP,0
12051110,805755543,EASTERN ID PUBLIC HEALTH DIST,W MAIN,DUBOIS,ID,Idaho,83423, ,62199915,809905,110.000000000000000, ,000000000, ,1.000000000000000, , ,2,StreetAddress,M,90.906300000000002,INFOGROUP,0
12051111,805755584,TRANSPORTATION DEPARTMENT,PO BOX 126,DUBOIS,ID,Idaho,83423,0126,92112008,912102,0.000000000000000,2,708240627, ,11.000000000000000, , ,6,Postal,M,100.000000000000000,INFOGROUP,2
12051112,805755626,CLARK COUNTY AUDITOR,W MAIN ST,DUBOIS,ID,Idaho,83423, ,92112007,912103,0.000000000000000, ,000000000, ,3.000000000000000, , ,5,StreetAddress,M,100.000000000000000,INFOGROUP,0
12051113,805755667,IKE'S 66,W MAIN ST,DUBOIS,ID,Idaho,83423, ,44719005,554101,20719.000000000000000,2,405402483,2,28.000000000000000,S, ,3,PointAddress,M,100.000000000000000,INFOGROUP,0
12051114,805755691,CLARK COUNTY SHERIFF,W MAIN ST,DUBOIS,ID,Idaho,83423, ,92112007,912103,0.000000000000000, ,000000000, ,8.000000000000000, , ,6,StreetAddress,M,100.000000000000000,INFOGROUP,0
12051115,805755709,CLARK COUNTY ASSESSOR,W MAIN ST,DUBOIS,ID,Idaho,83423, ,92113002,931103,0.000000000000000, ,000000000, ,3.000000000000000, , ,3,StreetAddress,M,100.000000000000000,INFOGROUP,0
12051116,805755758,FARM SERVICE AGENCY,W MAIN ST,DUBOIS,ID,Idaho,83423, ,92412003,951201,0.000000000000000, ,000000000, ,2.000000000000000, , ,3,StreetAddress,M,100.000000000000000,INFOGROUP,0
12051117,805755782,CLARK COUNTY TREASURER,PO BOX 7,DUBOIS,ID,Idaho,83423,0007,92112007,912103,0.000000000000000, ,000000000, ,3.000000000000000, , ,3,Postal,M,100.000000000000000,INFOGROUP,2
12051118,805755790,US POST OFFICE,W MAIN ST,DUBOIS,ID,Idaho,83423,9700,49111001,431101,0.000000000000000,2,801175985, ,2.000000000000000,U, ,3,PointAddress,M,100.000000000000000,INFOGROUP,0
12052717,805970191,US FORESTRY DEPT,N OAKLEY,DUBOIS,ID,Idaho,83423, ,92112009,912101,0.000000000000000,2,801257445, ,14.000000000000000, , ,6,StreetName,M,88.640600000000006,INFOGROUP,0
12890601,961937745,CLARK COUNTY SOLID WASTE, ,DUBOIS,ID,Idaho,83423, ,92112007,912103,0.000000000000000, ,000000000, ,1.000000000000000, , ,3,Postal,M,100.000000000000000,INFOGROUP,1
12890602,961937802,BUREAU OF LAND MANAGEMENT,4TH & CENTER ST,DUBOIS,ID,Idaho,83423, ,92412003,951201,0.000000000000000,2,451019525, ,4.000000000000000, , ,3,Postal,M,100.000000000000000,INFOGROUP,0
13040912,982881526,CLARK COUNTY CIVIL DEFENSE,PO BOX 175,DUBOIS,ID,Idaho,83423,0175,92112007,912103,0.000000000000000, ,000000000, ,1.000000000000000, , ,3,Postal,M,100.000000000000000,INFOGROUP,2
13040913,982881534,CLARK COUNTY PLANNING & ZONING,W MAIN ST,DUBOIS,ID,Idaho,83423, ,92112007,912103,0.000000000000000, ,000000000, ,1.000000000000000, , ,4,StreetAddress,M,100.000000000000000,INFOGROUP,0
