OBJECTID,LOCNUM,CONAME,STREET,CITY,STATE,STATE_NAME,ZIP,ZIP4,NAICS,SIC,SALESVOL,HDBRCH,ULTNUM,PUBPRV,EMPNUM,FRNCOD,ISCODE,SQFTCODE,LOC_NAME,STATUS,SCORE,SOURCE,REC_TYPE
1412853,265983361,SKINNER LAND SURVEY CO INC,W SOUTH ST,GRANGEVILLE,ID,Idaho,83530,1938,54137002,871301,125,,0,,2,,,2,PointAddress,M,100,INFOGROUP,0
6086986,487846966,GEOMATIC PROFESSIONAL SVC LLC,E SOUTH ST,GRANGEVILLE,ID,Idaho,83530,2264,54137002,871301,188,,0,,3,,,2,PointAddress,M,100,INFOGROUP,0
1397600,263432155,FAIRCHILD ACCOUNTING TAX SVC,E MAIN ST,GRANGEVILLE,ID,Idaho,83530,2283,54121101,872101,199,,0,,2,,,2,PointAddress,M,100,INFOGROUP,0
2138400,400801004,GAGE P PRESNELL LLC,S MILL ST,GRANGEVILLE,ID,Idaho,83530,2246,54121101,872101,498,,0,,5,C,,2,PointAddress,M,100,INFOGROUP,0
7129509,619013196,LAMM & CO,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1932,54121101,872101,299,,0,,3,C,,1,PointAddress,M,100,INFOGROUP,0
11687151,737157103,CAMAS MEDIA MARKETING,HIGHWAY 13,GRANGEVILLE,ID,Idaho,83530,5065,54161303,874213,389,,0,,3,,,4,PointAddress,M,100,INFOGROUP,0
10749231,724187206,MEDIA MILLENNIA,FARRENS CREEK LN,GRANGEVILLE,ID,Idaho,83530,5084,54169068,874856,323,,0,,4,,,2,PointAddress,M,100,INFOGROUP,0
10694081,723890464,CANTEEN,E MAIN ST,GRANGEVILLE,ID,Idaho,83530,2238,54169018,899977,142,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
10783605,724390789,IDAHO GYM,HIGHWAY 13,GRANGEVILLE,ID,Idaho,83530,5065,54169018,899977,142,,0,,2,,,2,PointAddress,M,100,INFOGROUP,0
1412894,265986943,US DA FARM SVC AGCY,S HALL ST,GRANGEVILLE,ID,Idaho,83530,5368,92112009,912101,0,,0,,3,,,4,StreetAddress,M,100,INFOGROUP,0
2211527,401661634,NATIONAL MARINE FISHERIES SVC,AIRPORT RD,GRANGEVILLE,ID,Idaho,83530,6003,92112009,912101,0,2,468171228,,2,,,3,StreetAddress,M,100,INFOGROUP,0
5736137,447474453,ENVIRONMENTAL QUALITY DEPT,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1900,92112008,912102,0,2,403840382,,1,,,4,PointAddress,M,100,INFOGROUP,0
5736151,447475153,HEALTH & WELFARE DEPT,S C ST,GRANGEVILLE,ID,Idaho,83530,1342,92112008,912102,0,2,480678143,,15,,,6,PointAddress,M,100,INFOGROUP,0
7873132,691251995,JOB SERVICE-ID WORKS CAREER,N STATE ST,GRANGEVILLE,ID,Idaho,83530,,92112008,912102,0,,0,,3,,,3,PointAddress,M,100,INFOGROUP,0
12053200,806018677,NATIONAL GUARD,NE 4TH ST,GRANGEVILLE,ID,Idaho,83530,1877,92112008,912102,0,2,712362797,,2,,,3,PointAddress,M,100,INFOGROUP,0
1081181,230037491,IDAHO COUNTY SHERIFF,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1995,92112007,912103,0,,0,,30,,,6,PointAddress,M,100,INFOGROUP,0
2655343,404143841,IDAHO COUNTY MAGISTRATE,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1948,92112007,912103,0,,0,,5,,,6,PointAddress,M,100,INFOGROUP,0
5151480,435146174,IDAHO COUNTY CORONER,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1948,92112007,912103,0,,0,,2,,,5,PointAddress,M,100,INFOGROUP,0
5554046,439787188,IDAHO COUNTY COMMISSIONERS,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1948,92112007,912103,0,,0,,2,,,5,PointAddress,M,100,INFOGROUP,0
5736134,447474263,IDAHO NOXIOUS WEED CONTROL,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1948,92112007,912103,0,,0,,3,,,5,PointAddress,M,100,INFOGROUP,0
5736152,447475161,COUNTY ID COMPUTER OPERATIONS,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1948,92112007,912103,0,,0,,2,,,5,PointAddress,M,100,INFOGROUP,0
5736176,447476433,IDAHO COUNTY WELFARE OFFICE,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1948,92112007,912103,0,,0,,2,,,5,PointAddress,M,100,INFOGROUP,0
5736177,447476441,IDAHO COOPERATIVE EXTENSION,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1948,92112007,912103,0,,0,,5,,,6,PointAddress,M,100,INFOGROUP,0
5896016,465363539,IDAHO COUNTY DISTRICT COURT,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1948,92112007,912103,0,,0,,5,,,6,PointAddress,M,100,INFOGROUP,0
6843476,586476855,NOXIOUS WEED CONTROL SHOP,IDAHO COUNTY AIRPORT,GRANGEVILLE,ID,Idaho,83530,,92112007,912103,0,,0,,2,,,3,Postal,M,100,INFOGROUP,0
9005790,713140757,COUNTY OF IDAHO,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,5192,92112007,912103,0,,0,,2,,,3,PointAddress,M,100,INFOGROUP,0
12053194,806018214,IDAHO VETERANS SVC OFFICE,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1948,92112007,912103,0,,0,,1,,,5,PointAddress,M,100,INFOGROUP,0
12053215,806020392,IDAHO COUNTY RECORDER,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1992,92112007,912103,0,,0,,4,,,5,PointAddress,M,100,INFOGROUP,0
12053216,806020434,IDAHO COUNTY TREASURER,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1994,92112007,912103,0,,0,,3,,,5,PointAddress,M,100,INFOGROUP,0
12862349,958056368,IDAHO COUNTY PROBATION,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1948,92112007,912103,0,,0,,3,,,5,PointAddress,M,100,INFOGROUP,0
728328,167190560,GRANGEVILLE CITY OFFICE,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1798,92112006,912104,0,,0,,3,,,5,PointAddress,M,100,INFOGROUP,0
1964460,398184937,GRANGEVILLE CITY SHOP,NEZPERCE ST,GRANGEVILLE,ID,Idaho,83530,,92112006,912104,0,,0,,2,,,3,Postal,M,100,INFOGROUP,0
7873151,691253223,GRANGEVILLE CITY SHOP,COUNTY RD,GRANGEVILLE,ID,Idaho,83530,,92112006,912104,0,,0,,2,,,3,Postal,M,100,INFOGROUP,0
7232153,629982489,IDAHO COUNTY SHERIFF POSSE,RR 2,GRANGEVILLE,ID,Idaho,83530,,92212004,922103,0,,0,,20,,,7,Postal,M,100,INFOGROUP,0
1410194,265611913,RIGGINS POLICE DEPT,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1948,92212003,922104,0,,0,,4,,,6,PointAddress,M,100,INFOGROUP,0
12053210,806019295,GRANGEVILLE POLICE DEPT,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1729,92212003,922104,0,,0,,7,,,7,PointAddress,M,100,INFOGROUP,0
1412888,265986562,GRANGEVILLE FIRE DEPT,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1729,92216003,922404,0,,0,,20,,,8,PointAddress,M,100,INFOGROUP,0
5895999,465362044,IDAHO CTY AUDITOR & RECORDER,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1992,92113002,931103,0,,0,,5,,,6,PointAddress,M,100,INFOGROUP,0
12668373,900786898,CHILDREN'S MENTAL HEALTH SVC,S C ST,GRANGEVILLE,ID,Idaho,83530,1342,92312004,943102,0,2,444888655,,2,,,4,PointAddress,M,100,INFOGROUP,0
6086952,487844003,FARM SERVICE AGENCY,S HALL ST,GRANGEVILLE,ID,Idaho,83530,5368,92412003,951201,0,,0,,4,,,5,StreetAddress,M,100,INFOGROUP,0
2655346,404143850,SOIL & WATER CONSERVATION DIST,S HALL ST,GRANGEVILLE,ID,Idaho,83530,5368,92412005,951202,0,2,403840267,,4,,,5,StreetAddress,M,100,INFOGROUP,0
2316556,402274346,US RURAL DEVELOPMENT,S HALL ST,GRANGEVILLE,ID,Idaho,83530,5368,92512003,953201,0,2,801257445,,5,,,6,StreetAddress,M,100,INFOGROUP,0
2609367,403861651,IDAHO COUNTY DRIVER'S LICENSE,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1948,92612009,962106,0,,0,,1,D,,4,PointAddress,M,100,INFOGROUP,0
2609379,403861719,IDAHO COUNTY ASSESSOR,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1993,92612009,962106,0,,0,,15,V,,8,PointAddress,M,100,INFOGROUP,0
3894928,421780942,JACOBS OIL INC,E NORTH ST,GRANGEVILLE,ID,Idaho,83530,,99999005,999966,0,,0,,4,,,2,StreetAddress,M,100,INFOGROUP,0
3905021,421854767,TAMARACK PARTNERSHIP,S E ST,GRANGEVILLE,ID,Idaho,83530,1320,99999005,999966,0,,0,,2,,,2,PointAddress,M,100,INFOGROUP,0
8573176,708471843,W P & H C INC,CUNNINGHAM ST,GRANGEVILLE,ID,Idaho,83530,1100,99999005,999966,0,,0,,2,,,2,PointAddress,M,100,INFOGROUP,0
10979273,725402995,GOSSELAAR POWER SPORTS,HIGHWAY 95 N,GRANGEVILLE,ID,Idaho,83530,5194,99999005,999966,0,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
4731724,432112853,MACKAY BAR OUTFITTERS & GUEST,PO BOX 340,GRANGEVILLE,ID,Idaho,83530,340,99999004,999977,0,,0,,0,,,1,Postal,M,100,INFOGROUP,2
4754526,432550635,WRANGLER,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1915,99999004,999977,0,,0,,0,,,1,PointAddress,M,100,INFOGROUP,0
5629117,440226004,OFFICIAL IDAHO COUNTY WEBSITE,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1447,99999004,999977,0,,0,,0,,,2,PointAddress,M,100,INFOGROUP,0
6655417,561887415,UNION INDEPENDENT HIGHWAY DIST,,GRANGEVILLE,ID,Idaho,83530,,99999004,999977,0,,0,,0,,,1,Postal,M,100,INFOGROUP,1
10123046,720905019,LURE LLC,HIGHWAY 95 N,GRANGEVILLE,ID,Idaho,83530,5194,99999004,999977,0,,0,,0,,,1,PointAddress,M,100,INFOGROUP,0
10366473,722242602,TRI STAR SYSTEMS INC,PO BOX 327,GRANGEVILLE,ID,Idaho,83530,327,99999004,999977,0,,0,,0,,,1,Postal,M,100,INFOGROUP,2
10484898,722952240,ALPHA MISSIONS HOPE HOUSE INC,SE 1ST ST,GRANGEVILLE,ID,Idaho,83530,2220,99999004,999977,0,,0,,0,,,1,PointAddress,M,100,INFOGROUP,0
11027390,725663963,AUTO PROS LLC,E MAIN ST,GRANGEVILLE,ID,Idaho,83530,2239,99999004,999977,0,,0,,0,,,2,PointAddress,M,100,INFOGROUP,0
11128566,726249229,BEAR DEN,US HIGHWAY,GRANGEVILLE,ID,Idaho,83530,,99999004,999977,0,,0,,0,,,1,StreetAddress,M,90.9063,INFOGROUP,0
11520682,735236810,RAISING SUPERKIDS INC,CHEYENNE DR,GRANGEVILLE,ID,Idaho,83530,5175,99999004,999977,0,,0,,0,,,1,PointAddress,M,100,INFOGROUP,0
